|clock|1.0|0.989|0.162|0.352|
|LRU|1.0|0.991|0.006|0.352|
|MRU|1.0|0.986|0.32|0.349|
|rand|1.0|0.989|0.162|0.351|

|clock|1.0|0.999|0.315|0.353|
|LRU|1.0|0.999|0.262|0.353|
|MRU|0.972|0.988|0.951|0.263|
|rand|1.0|0.999|0.338|0.353|

|clock|1.0|0.954|0.352|0.184|
|LRU|1.0|0.954|0.347|0.185|
|MRU|1.0|0.942|0.205|0.15|
|rand|1.0|0.953|0.344|0.183|

|clock|0.999|0.907|0.453|0.153|
|LRU|0.999|0.91|0.438|0.154|
|MRU|0.992|0.89|0.304|0.111|
|rand|0.999|0.908|0.402|0.148|

